title,payment_amount,title,customer_name,rental_date,return_date,replacement_cost,first_name,staff_name,city,country,store_id,col,USA
BORROWERS BEDAZZLED,0.99,BORROWERS BEDAZZLED,TANYA GILBERT,2005-05-25 21:48:30.000,2005-05-30 00:26:30.000,22.99,Jon,JonStephens,Naju,South Korea,2,Below Avg,Other
JUMPING WRATH,4.99,JUMPING WRATH,DELORES HANSEN,2005-05-25 21:48:41.000,2005-06-02 18:28:41.000,18.99,Mike,MikeHillyer,Jaroslavl,Russian Federation,1,Above Avg,Other
AMERICAN CIRCUS,10.99,AMERICAN CIRCUS,DAVID ROYAL,2005-05-25 21:58:58.000,2005-06-03 17:50:58.000,17.99,Mike,MikeHillyer,Callao,Peru,1,Above Avg,Other
KISS GLORY,5.99,KISS GLORY,NATHANIEL ADAM,2005-05-25 22:02:30.000,2005-05-31 18:06:30.000,11.99,Mike,MikeHillyer,Joliet,United States,1,Above Avg,USA
MENAGERIE RUSHMORE,2.99,MENAGERIE RUSHMORE,JORDAN ARCHULETA,2005-05-25 22:25:18.000,2005-06-01 02:30:18.000,18.99,Jon,JonStephens,Avellaneda,Argentina,2,Below Avg,Other
TOURIST PELICAN,4.99,TOURIST PELICAN,KIRK STCLAIR,2005-05-25 22:48:22.000,2005-05-29 20:21:22.000,18.99,Jon,JonStephens,Tsaotun,Taiwan,2,Above Avg,Other
BINGO TALENTED,2.99,BINGO TALENTED,MARSHA DOUGLAS,2005-05-25 23:00:21.000,2005-05-29 17:12:21.000,22.99,Mike,MikeHillyer,Beira,Mozambique,1,Below Avg,Other
CHICKEN HELLFIGHTERS,0.99,CHICKEN HELLFIGHTERS,JUSTIN NGO,2005-05-25 23:34:22.000,2005-05-27 01:10:22.000,24.99,Mike,MikeHillyer,Santo Andr,Brazil,1,Below Avg,Other
CONGENIALITY QUEST,2.99,CONGENIALITY QUEST,JULIA FLORES,2005-05-25 23:34:53.000,2005-06-02 01:57:53.000,21.99,Mike,MikeHillyer,La Plata,Argentina,1,Below Avg,Other
WATCH TRACY,0.99,WATCH TRACY,GREG ROBINS,2005-05-25 23:43:47.000,2005-05-29 00:46:47.000,12.99,Jon,JonStephens,Nam Dinh,Vietnam,2,Below Avg,Other
CRAFT OUTFIELD,0.99,CRAFT OUTFIELD,SHERRI RHODES,2005-05-25 23:45:52.000,2005-05-27 21:41:52.000,17.99,Jon,JonStephens,Ahmadnagar,India,2,Below Avg,Other
GONE TROUBLE,2.99,GONE TROUBLE,KEITH RICO,2005-05-25 23:49:56.000,2005-06-01 21:41:56.000,20.99,Jon,JonStephens,Bratislava,Slovakia,2,Below Avg,Other
STRANGELOVE DESIRE,2.99,STRANGELOVE DESIRE,KATHRYN COLEMAN,2005-05-25 23:59:03.000,2005-05-31 02:56:03.000,27.99,Mike,MikeHillyer,Simferopol,Ukraine,1,Below Avg,Other
FIDELITY DEVIL,8.99,FIDELITY DEVIL,DON BONE,2005-05-26 00:07:11.000,2005-06-04 00:20:11.000,11.99,Jon,JonStephens,Naala-Porto,Mozambique,2,Above Avg,Other
CHARIOTS CONSPIRACY,2.99,CHARIOTS CONSPIRACY,NAOMI JENNINGS,2005-05-26 00:17:50.000,2005-05-29 23:21:50.000,29.99,Jon,JonStephens,Karnal,India,2,Below Avg,Other
UNFORGIVEN ZOOLANDER,0.99,UNFORGIVEN ZOOLANDER,APRIL BURNS,2005-05-26 00:25:23.000,2005-06-01 19:29:23.000,15.99,Jon,JonStephens,Dundee,United Kingdom,2,Below Avg,Other
DOOM DANCING,3.99,DOOM DANCING,RONALD WEINER,2005-05-26 00:28:05.000,2005-06-02 21:30:05.000,13.99,Jon,JonStephens,San Felipe del Progreso,Mexico,2,Below Avg,Other
DADDY PITTSBURGH,5.99,DADDY PITTSBURGH,FREDERICK ISBELL,2005-05-26 00:28:39.000,2005-06-01 02:10:39.000,26.99,Jon,JonStephens,Tsuyama,Japan,2,Above Avg,Other
OUTBREAK DIVINE,0.99,OUTBREAK DIVINE,BETTY WHITE,2005-05-26 00:37:28.000,2005-05-30 06:28:28.000,12.99,Mike,MikeHillyer,Citrus Heights,United States,1,Below Avg,USA
MIDSUMMER GROUNDHOG,9.99,MIDSUMMER GROUNDHOG,EVELYN MORGAN,2005-05-26 00:41:10.000,2005-06-03 06:05:10.000,27.99,Mike,MikeHillyer,Vaduz,Liechtenstein,1,Above Avg,Other
STORM HAPPINESS,0.99,STORM HAPPINESS,ROGER QUINTANILLA,2005-05-26 00:47:47.000,2005-05-27 21:28:47.000,28.99,Mike,MikeHillyer,Hsichuh,Taiwan,1,Below Avg,Other
FACTORY DRAGON,0.99,FACTORY DRAGON,ROBERTA HARPER,2005-05-26 00:55:56.000,2005-05-29 23:18:56.000,9.99,Jon,JonStephens,Shahr-e Kord,Iran,2,Below Avg,Other
BEHAVIOR RUNAWAY,7.99,BEHAVIOR RUNAWAY,CLAYTON BARBEE,2005-05-26 01:15:05.000,2005-06-01 00:03:05.000,20.99,Mike,MikeHillyer,Alvorada,Brazil,1,Above Avg,Other
PULP BEVERLY,2.99,PULP BEVERLY,WARREN SHERROD,2005-05-26 01:19:05.000,2005-05-27 23:43:05.000,12.99,Mike,MikeHillyer,Usolje-Sibirskoje,Russian Federation,1,Below Avg,Other
CRUSADE HONEY,2.99,CRUSADE HONEY,HENRY BILLINGSLEY,2005-05-26 01:25:21.000,2005-05-26 21:17:21.000,27.99,Jon,JonStephens,Nukualofa,Tonga,2,Below Avg,Other
LIGHTS DEER,1.99,LIGHTS DEER,JUSTIN NGO,2005-05-26 01:27:11.000,2005-06-03 00:30:11.000,21.99,Jon,JonStephens,Santo Andr,Brazil,2,Below Avg,Other
SAGEBRUSH CLUELESS,2.99,SAGEBRUSH CLUELESS,RAFAEL ABNEY,2005-05-26 01:34:28.000,2005-05-29 04:00:28.000,28.99,Mike,MikeHillyer,Talavera,Philippines,1,Below Avg,Other
HEAVEN FREEDOM,2.99,HEAVEN FREEDOM,KRISTINA CHAMBERS,2005-05-26 01:46:20.000,2005-06-01 05:45:20.000,19.99,Mike,MikeHillyer,Valle de la Pascua,Venezuela,1,Below Avg,Other
OUTBREAK DIVINE,0.99,OUTBREAK DIVINE,RENEE LANE,2005-05-26 01:51:48.000,2005-05-27 05:42:48.000,12.99,Mike,MikeHillyer,Compton,United States,1,Below Avg,USA
EDGE KISSING,4.99,EDGE KISSING,RAMONA HALE,2005-05-26 02:02:05.000,2005-05-27 03:38:05.000,9.99,Jon,JonStephens,Patiala,India,2,Above Avg,Other
KISSING DOLLS,10.99,KISSING DOLLS,RITA GRAHAM,2005-05-26 02:26:23.000,2005-06-04 06:36:23.000,9.99,Mike,MikeHillyer,Toulon,France,1,Above Avg,Other
DOGMA FAMILY,4.99,DOGMA FAMILY,MEGAN PALMER,2005-05-26 02:26:49.000,2005-05-28 00:32:49.000,16.99,Mike,MikeHillyer,Laiwu,China,1,Above Avg,Other
MOTIONS DETAILS,2.99,MOTIONS DETAILS,ANNA HILL,2005-05-26 02:28:36.000,2005-06-02 03:21:36.000,16.99,Mike,MikeHillyer,Alessandria,Italy,1,Below Avg,Other
STORY SIDE,0.99,STORY SIDE,JASON MORRISSEY,2005-05-26 02:49:11.000,2005-05-31 01:28:11.000,27.99,Mike,MikeHillyer,Baha Blanca,Argentina,1,Below Avg,Other
CREEPERS KANE,4.99,CREEPERS KANE,TONY CARRANZA,2005-05-26 02:50:31.000,2005-05-27 03:07:31.000,23.99,Mike,MikeHillyer,Koriyama,Japan,1,Above Avg,Other
MOON BUNCH,0.99,MOON BUNCH,WESLEY BULL,2005-05-26 03:07:43.000,2005-06-02 02:09:43.000,20.99,Jon,JonStephens,Ourense (Orense),Spain,2,Below Avg,Other
GRIT CLOCKWORK,0.99,GRIT CLOCKWORK,BOBBY BOUDREAU,2005-05-26 03:09:30.000,2005-05-27 01:37:30.000,21.99,Jon,JonStephens,South Hill,Anguilla,2,Below Avg,Other
SLEEPY JAPANESE,5.99,SLEEPY JAPANESE,FLORENCE WOODS,2005-05-26 03:11:12.000,2005-06-02 03:53:12.000,25.99,Mike,MikeHillyer,Merlo,Argentina,1,Above Avg,Other
WITCHES PANIC,6.99,WITCHES PANIC,BRYAN HARDISON,2005-05-26 03:14:15.000,2005-06-03 00:24:15.000,10.99,Jon,JonStephens,Dallas,United States,2,Above Avg,USA
NOTTING SPEAKEASY,0.99,NOTTING SPEAKEASY,JUNE CARROLL,2005-05-26 03:17:42.000,2005-05-29 04:11:42.000,19.99,Jon,JonStephens,Skikda,Algeria,2,Below Avg,Other
SHEPHERD MIDSUMMER,0.99,SHEPHERD MIDSUMMER,JESSIE MILAM,2005-05-26 03:42:10.000,2005-05-28 01:37:10.000,14.99,Jon,JonStephens,Binzhou,China,2,Below Avg,Other
SUMMER SCARFACE,0.99,SUMMER SCARFACE,HUGH WALDROP,2005-05-26 03:44:10.000,2005-05-28 07:13:10.000,25.99,Jon,JonStephens,Haining,China,2,Below Avg,Other
VISION TORQUE,3.99,VISION TORQUE,FRANCES PARKER,2005-05-26 03:46:26.000,2005-06-03 06:01:26.000,16.99,Jon,JonStephens,Juazeiro do Norte,Brazil,2,Below Avg,Other
CRANES RESERVOIR,3.99,CRANES RESERVOIR,JO FOWLER,2005-05-26 03:47:39.000,2005-06-01 02:36:39.000,12.99,Jon,JonStephens,Oyo,Nigeria,2,Below Avg,Other
SEATTLE EXPECATIONS,6.99,SEATTLE EXPECATIONS,ALLAN CORNISH,2005-05-26 04:14:29.000,2005-06-01 08:16:29.000,18.99,Jon,JonStephens,Tarlac,Philippines,2,Above Avg,Other
FLYING HOOK,5.99,FLYING HOOK,ALMA AUSTIN,2005-05-26 04:21:46.000,2005-06-04 07:09:46.000,18.99,Jon,JonStephens,Mannheim,Germany,2,Above Avg,Other
MASSACRE USUAL,6.99,MASSACRE USUAL,RUTH MARTINEZ,2005-05-26 04:26:06.000,2005-06-03 10:06:06.000,16.99,Mike,MikeHillyer,Kimberley,South Africa,1,Above Avg,Other
MOVIE SHAKESPEARE,4.99,MOVIE SHAKESPEARE,TAMMY SANDERS,2005-05-26 04:46:23.000,2005-06-01 09:58:23.000,27.99,Mike,MikeHillyer,Changhwa,Taiwan,1,Above Avg,Other
LOLA AGENT,4.99,LOLA AGENT,SERGIO STANFIELD,2005-05-26 04:47:06.000,2005-05-29 06:34:06.000,24.99,Jon,JonStephens,Celaya,Mexico,2,Above Avg,Other
WASH HEAVENLY,4.99,WASH HEAVENLY,TANYA GILBERT,2005-05-26 04:49:17.000,2005-06-01 05:43:17.000,22.99,Jon,JonStephens,Naju,South Korea,2,Above Avg,Other
NOVOCAINE FLIGHT,2.99,NOVOCAINE FLIGHT,MAXINE SILVA,2005-05-26 05:01:18.000,2005-06-01 09:04:18.000,11.99,Mike,MikeHillyer,Poos de Caldas,Brazil,1,Below Avg,Other
HONEY TIES,0.99,HONEY TIES,ARMANDO GRUBER,2005-05-26 05:29:49.000,2005-05-28 10:10:49.000,29.99,Mike,MikeHillyer,Southport,United Kingdom,1,Below Avg,Other
METAL ARMAGEDDON,3.99,METAL ARMAGEDDON,ETHEL WEBB,2005-05-26 05:30:03.000,2005-06-02 09:48:03.000,26.99,Jon,JonStephens,Boksburg,South Africa,2,Below Avg,Other
HALF OUTFIELD,4.99,HALF OUTFIELD,TIM CARY,2005-05-26 05:32:52.000,2005-06-03 07:19:52.000,25.99,Jon,JonStephens,Bijapur,India,2,Above Avg,Other
SWEET BROTHERHOOD,8.99,SWEET BROTHERHOOD,ANDRE RAPP,2005-05-26 05:42:37.000,2005-06-04 00:38:37.000,27.99,Mike,MikeHillyer,Coquimbo,Chile,1,Above Avg,Other
ROAD ROXANNE,4.99,ROAD ROXANNE,LYDIA BURKE,2005-05-26 05:47:12.000,2005-05-26 23:48:12.000,12.99,Mike,MikeHillyer,San Miguel de Tucumn,Argentina,1,Above Avg,Other
DEEP CRUSADE,4.99,DEEP CRUSADE,STELLA MORENO,2005-05-26 06:01:41.000,2005-05-27 06:11:41.000,20.99,Mike,MikeHillyer,Coacalco de Berriozbal,Mexico,1,Above Avg,Other
SUN CONFESSIONS,1.99,SUN CONFESSIONS,JESSIE MILAM,2005-05-26 06:11:28.000,2005-06-01 09:44:28.000,9.99,Mike,MikeHillyer,Binzhou,China,1,Below Avg,Other
VOYAGE LEGALLY,0.99,VOYAGE LEGALLY,ALLEN BUTTERFIELD,2005-05-26 06:14:06.000,2005-05-28 05:33:06.000,28.99,Mike,MikeHillyer,Hoshiarpur,India,1,Below Avg,Other
HEDWIG ALTER,2.99,HEDWIG ALTER,RANDALL NEUMANN,2005-05-26 06:20:37.000,2005-06-02 10:57:37.000,16.99,Mike,MikeHillyer,La Romana,Dominican Republic,1,Below Avg,Other
STRAIGHT HOURS,1.99,STRAIGHT HOURS,LEAH CURTIS,2005-05-26 06:41:48.000,2005-05-30 06:21:48.000,19.99,Jon,JonStephens,Kalisz,Poland,2,Below Avg,Other
EXPENDABLE STALLION,1.99,EXPENDABLE STALLION,ANGELA HERNANDEZ,2005-05-26 06:52:33.000,2005-05-30 04:08:33.000,14.99,Jon,JonStephens,Shimonoseki,Japan,2,Below Avg,Other
CALENDAR GUNFIGHT,5.99,CALENDAR GUNFIGHT,BOB PFEIFFER,2005-05-26 06:52:36.000,2005-05-31 02:47:36.000,22.99,Jon,JonStephens,Xintai,China,2,Above Avg,Other
ATLANTIS CAUSE,2.99,ATLANTIS CAUSE,VIVIAN RUIZ,2005-05-26 06:55:58.000,2005-05-27 10:54:58.000,15.99,Mike,MikeHillyer,s-Hertogenbosch,Netherlands,1,Below Avg,Other
TRUMAN CRAZY,5.99,TRUMAN CRAZY,KELLY KNOTT,2005-05-26 06:59:21.000,2005-06-03 05:04:21.000,9.99,Jon,JonStephens,Sanya,China,2,Above Avg,Other
GUNFIGHT MOON,4.99,GUNFIGHT MOON,TERESA ROGERS,2005-05-26 07:03:49.000,2005-06-04 11:45:49.000,16.99,Mike,MikeHillyer,Iwakuni,Japan,1,Above Avg,Other
INSIDER ARIZONA,2.99,INSIDER ARIZONA,KATHY JAMES,2005-05-26 07:11:58.000,2005-05-28 09:06:58.000,17.99,Mike,MikeHillyer,Baybay,Philippines,1,Below Avg,Other
STREETCAR INTENTIONS,4.99,STREETCAR INTENTIONS,KEVIN SCHULER,2005-05-26 07:12:21.000,2005-05-31 12:07:21.000,11.99,Mike,MikeHillyer,Birgunj,Nepal,1,Above Avg,Other
COMFORTS RUSH,8.99,COMFORTS RUSH,MARCUS HIDALGO,2005-05-26 07:13:45.000,2005-06-04 02:02:45.000,19.99,Jon,JonStephens,Tartu,Estonia,2,Above Avg,Other
CHOCOLAT HARRY,2.99,CHOCOLAT HARRY,SHARON ROBINSON,2005-05-26 07:27:36.000,2005-06-02 03:52:36.000,16.99,Mike,MikeHillyer,Mardan,Pakistan,1,Below Avg,Other
ROLLERCOASTER BRINGING,5.99,ROLLERCOASTER BRINGING,EDNA WEST,2005-05-26 07:27:57.000,2005-06-03 12:52:57.000,13.99,Mike,MikeHillyer,Klerksdorp,South Africa,1,Above Avg,Other
HAROLD FRENCH,0.99,HAROLD FRENCH,CLAUDE HERZOG,2005-05-26 07:30:37.000,2005-05-30 08:11:37.000,10.99,Mike,MikeHillyer,Benguela,Angola,1,Below Avg,Other
BETRAYED REAR,4.99,BETRAYED REAR,GRACE ELLIS,2005-05-26 07:59:37.000,2005-05-29 09:43:37.000,26.99,Jon,JonStephens,Duisburg,Germany,2,Above Avg,Other
GRAFFITI LOVE,0.99,GRAFFITI LOVE,CARL ARTIS,2005-05-26 08:01:54.000,2005-05-27 06:26:54.000,29.99,Mike,MikeHillyer,San Lorenzo,Paraguay,1,Below Avg,Other
AMERICAN CIRCUS,4.99,AMERICAN CIRCUS,FRANCES PARKER,2005-05-26 08:04:38.000,2005-05-27 09:32:38.000,17.99,Jon,JonStephens,Juazeiro do Norte,Brazil,2,Above Avg,Other
SLACKER LIAISONS,4.99,SLACKER LIAISONS,NAOMI JENNINGS,2005-05-26 08:10:22.000,2005-05-27 03:55:22.000,29.99,Mike,MikeHillyer,Karnal,India,1,Above Avg,Other
CLOSER BANG,4.99,CLOSER BANG,CARLOS COUGHLIN,2005-05-26 08:14:01.000,2005-05-27 09:00:01.000,12.99,Mike,MikeHillyer,Bhavnagar,India,1,Above Avg,Other
HALF OUTFIELD,2.99,HALF OUTFIELD,CLARENCE GAMEZ,2005-05-26 08:14:15.000,2005-05-27 12:12:15.000,25.99,Jon,JonStephens,Izumisano,Japan,2,Below Avg,Other
SWEET BROTHERHOOD,2.99,SWEET BROTHERHOOD,BEATRICE ARNOLD,2005-05-26 08:33:10.000,2005-05-28 14:09:10.000,27.99,Mike,MikeHillyer,Udaipur,India,1,Below Avg,Other
COMA HEAD,4.99,COMA HEAD,CHERYL MURPHY,2005-05-26 08:34:41.000,2005-05-30 12:46:41.000,10.99,Jon,JonStephens,Mysore,India,2,Above Avg,Other
FORREST SONS,3.99,FORREST SONS,CHRIS BROTHERS,2005-05-26 08:44:08.000,2005-05-31 12:33:08.000,15.99,Jon,JonStephens,Gijn,Spain,2,Below Avg,Other
FISH OPUS,3.99,FISH OPUS,LILLIAN GRIFFIN,2005-05-26 08:48:49.000,2005-05-31 04:06:49.000,22.99,Jon,JonStephens,al-Ayn,United Arab Emirates,2,Below Avg,Other
CHRISTMAS MOONSHINE,0.99,CHRISTMAS MOONSHINE,SUE PETERS,2005-05-26 09:02:47.000,2005-05-28 09:45:47.000,21.99,Jon,JonStephens,Changzhou,China,2,Below Avg,Other
FEATHERS METAL,5.99,FEATHERS METAL,LOIS BUTLER,2005-05-26 09:17:43.000,2005-06-03 08:21:43.000,12.99,Mike,MikeHillyer,Bandar Seri Begawan,Brunei,1,Above Avg,Other
WASH HEAVENLY,4.99,WASH HEAVENLY,JOSEPHINE GOMEZ,2005-05-26 09:24:26.000,2005-05-31 03:24:26.000,22.99,Jon,JonStephens,Etawah,India,2,Above Avg,Other
KICK SAVANNAH,6.99,KICK SAVANNAH,CHRISTOPHER GRECO,2005-05-26 09:27:09.000,2005-06-04 11:53:09.000,10.99,Jon,JonStephens,Brescia,Italy,2,Above Avg,Other
PHILADELPHIA WIFE,4.99,PHILADELPHIA WIFE,RICARDO MEADOR,2005-05-26 09:41:45.000,2005-05-28 04:40:45.000,16.99,Mike,MikeHillyer,Okayama,Japan,1,Above Avg,Other
ELIZABETH SHANE,4.99,ELIZABETH SHANE,LONNIE TIRADO,2005-05-26 10:06:49.000,2005-06-01 07:43:49.000,11.99,Mike,MikeHillyer,Pangkal Pinang,Indonesia,1,Above Avg,Other
SHANE DARKNESS,2.99,SHANE DARKNESS,LESLIE GORDON,2005-05-26 10:14:09.000,2005-05-29 05:57:09.000,22.99,Mike,MikeHillyer,Kilis,Turkey,1,Below Avg,Other
MOURNING PURPLE,0.99,MOURNING PURPLE,LOUISE JENKINS,2005-05-26 10:14:38.000,2005-05-31 08:36:38.000,14.99,Jon,JonStephens,Springs,South Africa,2,Below Avg,Other
PLUTO OLEANDER,4.99,PLUTO OLEANDER,LEON BOSTIC,2005-05-26 10:15:23.000,2005-05-30 11:43:23.000,9.99,Mike,MikeHillyer,Florencia,Colombia,1,Above Avg,Other
VAMPIRE WHALE,9.99,VAMPIRE WHALE,BRIAN WYMAN,2005-05-26 10:18:27.000,2005-06-04 06:59:27.000,11.99,Mike,MikeHillyer,Bydgoszcz,Poland,1,Above Avg,Other
CHICAGO NORTH,4.99,CHICAGO NORTH,ALVIN DELOACH,2005-05-26 10:27:50.000,2005-06-01 07:01:50.000,11.99,Jon,JonStephens,Cuauhtmoc,Mexico,2,Above Avg,Other
TRIP NEWTON,4.99,TRIP NEWTON,BESSIE MORRISON,2005-05-26 10:44:04.000,2005-05-31 13:26:04.000,14.99,Jon,JonStephens,Syrakusa,Italy,2,Above Avg,Other
BACKLASH UNDEFEATED,5.99,BACKLASH UNDEFEATED,ROBERT BAUGHMAN,2005-05-26 10:51:46.000,2005-05-30 07:24:46.000,24.99,Mike,MikeHillyer,Kaliningrad,Russian Federation,1,Above Avg,Other
CALIFORNIA BIRDS,9.99,CALIFORNIA BIRDS,JOHNNIE CHISHOLM,2005-05-26 10:54:28.000,2005-06-04 09:39:28.000,19.99,Mike,MikeHillyer,Plock,Poland,1,Above Avg,Other
DRAGONFLY STRANGERS,4.99,DRAGONFLY STRANGERS,MARK RINEHART,2005-05-26 11:19:20.000,2005-05-31 11:56:20.000,19.99,Jon,JonStephens,Tabuk,Saudi Arabia,2,Above Avg,Other
DOOM DANCING,0.99,DOOM DANCING,JEAN BELL,2005-05-26 11:31:50.000,2005-05-30 15:22:50.000,13.99,Mike,MikeHillyer,Kuching,Malaysia,1,Below Avg,Other
TEEN APOLLO,4.99,TEEN APOLLO,BRUCE SCHWARZ,2005-05-26 11:31:59.000,2005-05-27 07:27:59.000,25.99,Mike,MikeHillyer,Okinawa,Japan,1,Above Avg,Other
OUTBREAK DIVINE,0.99,OUTBREAK DIVINE,MABEL HOLLAND,2005-05-26 11:38:05.000,2005-05-27 08:42:05.000,12.99,Jon,JonStephens,Monywa,Myanmar,2,Below Avg,Other
CLERKS ANGELS,4.99,CLERKS ANGELS,JAMIE WAUGH,2005-05-26 11:43:44.000,2005-05-28 17:28:44.000,15.99,Jon,JonStephens,Kuwana,Japan,2,Above Avg,Other
EXCITEMENT EVE,5.99,EXCITEMENT EVE,CASEY MENA,2005-05-26 11:47:20.000,2005-06-03 10:39:20.000,20.99,Jon,JonStephens,Tokat,Turkey,2,Above Avg,Other
SEABISCUIT PUNK,5.99,SEABISCUIT PUNK,SHERRY MARSHALL,2005-05-26 11:51:09.000,2005-06-04 09:36:09.000,28.99,Mike,MikeHillyer,Shubra al-Khayma,Egypt,1,Above Avg,Other
EMPIRE MALKOVICH,0.99,EMPIRE MALKOVICH,THEODORE CULP,2005-05-26 11:53:49.000,2005-05-28 13:55:49.000,26.99,Mike,MikeHillyer,Uluberia,India,1,Below Avg,Other
BANGER PINOCCHIO,0.99,BANGER PINOCCHIO,FERNANDO CHURCHILL,2005-05-26 12:15:13.000,2005-05-29 18:10:13.000,15.99,Mike,MikeHillyer,Tonghae,South Korea,1,Below Avg,Other
CALENDAR GUNFIGHT,4.99,CALENDAR GUNFIGHT,STACEY MONTGOMERY,2005-05-26 12:30:22.000,2005-05-27 06:49:22.000,22.99,Mike,MikeHillyer,Fuyu,China,1,Above Avg,Other
ANNIE IDENTITY,3.99,ANNIE IDENTITY,JOYCE EDWARDS,2005-05-26 12:30:26.000,2005-06-01 13:26:26.000,15.99,Jon,JonStephens,Jedda,Saudi Arabia,2,Below Avg,Other
RULES HUMAN,7.99,RULES HUMAN,GLADYS HAMILTON,2005-05-26 12:40:23.000,2005-06-04 07:22:23.000,19.99,Mike,MikeHillyer,Ilorin,Nigeria,1,Above Avg,Other
WESTWARD SEABISCUIT,0.99,WESTWARD SEABISCUIT,COURTNEY DAY,2005-05-26 12:49:01.000,2005-05-28 11:43:01.000,11.99,Jon,JonStephens,Uijongbu,South Korea,2,Below Avg,Other
IMPACT ALADDIN,1.99,IMPACT ALADDIN,KRISTIN JOHNSTON,2005-05-26 13:05:08.000,2005-06-02 15:26:08.000,20.99,Mike,MikeHillyer,Sunnyvale,United States,1,Below Avg,USA
GRAIL FRANKENSTEIN,6.99,GRAIL FRANKENSTEIN,LANCE PEMBERTON,2005-05-26 13:06:05.000,2005-06-03 17:28:05.000,17.99,Jon,JonStephens,Beni-Mellal,Morocco,2,Above Avg,Other
DIRTY ACE,2.99,DIRTY ACE,MARSHA DOUGLAS,2005-05-26 13:40:40.000,2005-05-31 11:58:40.000,29.99,Mike,MikeHillyer,Beira,Mozambique,1,Below Avg,Other
PEAK FOREVER,4.99,PEAK FOREVER,VERONICA STONE,2005-05-26 13:46:59.000,2005-05-27 09:58:59.000,25.99,Jon,JonStephens,Greensboro,United States,2,Above Avg,USA
NETWORK PEAK,2.99,NETWORK PEAK,MARLENE WELCH,2005-05-26 13:57:07.000,2005-05-29 10:12:07.000,23.99,Jon,JonStephens,Iwaki,Japan,2,Below Avg,Other
TITANIC BOONDOCK,4.99,TITANIC BOONDOCK,CRYSTAL FORD,2005-05-26 14:01:05.000,2005-05-28 13:38:05.000,18.99,Jon,JonStephens,Ashdod,Israel,2,Above Avg,Other
HIGHBALL POTTER,0.99,HIGHBALL POTTER,JULIO NOLAND,2005-05-26 14:07:58.000,2005-05-31 14:03:58.000,10.99,Jon,JonStephens,Konotop,Ukraine,2,Below Avg,Other
LORD ARIZONA,2.99,LORD ARIZONA,GREG ROBINS,2005-05-26 14:19:09.000,2005-05-28 17:47:09.000,27.99,Jon,JonStephens,Nam Dinh,Vietnam,2,Below Avg,Other
BLINDNESS GUN,4.99,BLINDNESS GUN,MATHEW BOLIN,2005-05-26 14:30:24.000,2005-05-27 08:50:24.000,29.99,Mike,MikeHillyer,Valencia,Venezuela,1,Above Avg,Other
VOICE PEACH,0.99,VOICE PEACH,ROSEMARY SCHMIDT,2005-05-26 14:35:40.000,2005-05-29 17:17:40.000,22.99,Mike,MikeHillyer,Usak,Turkey,1,Below Avg,Other
EAGLES PANKY,7.99,EAGLES PANKY,BRITTANY RILEY,2005-05-26 14:39:53.000,2005-06-02 14:48:53.000,14.99,Mike,MikeHillyer,Sumy,Ukraine,1,Above Avg,Other
PACIFIC AMISTAD,0.99,PACIFIC AMISTAD,JEFFERY PINSON,2005-05-26 14:43:14.000,2005-05-27 12:21:14.000,27.99,Mike,MikeHillyer,Dadu,Pakistan,1,Below Avg,Other
HANOVER GALAXY,4.99,HANOVER GALAXY,SHAWN HEATON,2005-05-26 14:43:48.000,2005-05-31 09:19:48.000,21.99,Jon,JonStephens,Nakhon Sawan,Thailand,2,Above Avg,Other
RECORDS ZORRO,4.99,RECORDS ZORRO,GRACE ELLIS,2005-05-26 14:52:15.000,2005-05-27 12:45:15.000,11.99,Mike,MikeHillyer,Duisburg,Germany,1,Above Avg,Other
PULP BEVERLY,3.99,PULP BEVERLY,TROY QUIGLEY,2005-05-26 15:20:58.000,2005-05-31 15:58:58.000,12.99,Mike,MikeHillyer,Vancouver,Canada,1,Below Avg,Other
MASSACRE USUAL,4.99,MASSACRE USUAL,LOUIS LEONE,2005-05-26 15:27:05.000,2005-05-29 16:25:05.000,16.99,Jon,JonStephens,Tanauan,Philippines,2,Above Avg,Other
SEABISCUIT PUNK,2.99,SEABISCUIT PUNK,BRETT CORNWELL,2005-05-26 15:28:14.000,2005-05-30 18:38:14.000,28.99,Jon,JonStephens,Siliguri (Shiliguri),India,2,Below Avg,Other
AGENT TRUMAN,8.99,AGENT TRUMAN,MAURICE CRAWLEY,2005-05-26 15:32:46.000,2005-06-04 15:27:46.000,17.99,Jon,JonStephens,Coatzacoalcos,Mexico,2,Above Avg,Other
BREAKING HOME,3.99,BREAKING HOME,MICHELLE CLARK,2005-05-26 15:42:20.000,2005-05-31 13:21:20.000,21.99,Jon,JonStephens,Tangail,Bangladesh,2,Below Avg,Other
FAMILY SWEET,3.99,FAMILY SWEET,VINCENT RALSTON,2005-05-26 15:44:23.000,2005-06-02 09:47:23.000,24.99,Jon,JonStephens,Allende,Mexico,2,Below Avg,Other
UPRISING UPTOWN,2.99,UPRISING UPTOWN,MARCIA DEAN,2005-05-26 15:46:56.000,2005-05-28 15:49:56.000,16.99,Jon,JonStephens,Tanza,Philippines,2,Below Avg,Other
DROP WATERFRONT,4.99,DROP WATERFRONT,OSCAR AQUINO,2005-05-26 15:47:40.000,2005-05-30 10:07:40.000,20.99,Jon,JonStephens,Sirjan,Iran,2,Above Avg,Other
